username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
RenzoGaliano,Periodista. Corresponsal en Perú para @diarioas 🗞 | Colaborador en @ovacionweb 📻 | Coordinador web en Migrantes del Balón 💻 | Forjado en El Comercio 📝,"Lima, Peru",661,6157,67556,2013-05-04 21:28:44,2021-07-06 13:25:43,780,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
emiparrado_,":P
ouspadre",,165,178,15888,2017-02-21 05:53:28,2021-07-06 13:25:43,56,"📅 𝗔𝗚𝗘𝗡𝗗𝗔 𝗗𝗘 𝗛𝗢𝗬

👉 #CopaAmérica
Argentina 🆚 Colombia
⏰ 3 am CEST
🔵🔴 Leo #Messi y @aguerosergiokun https://t.co/8L94mvL2Hw","[{'text': 'CopaAmérica', 'indices': [39, 51]}, {'text': 'Messi', 'indices': [92, 98]}]"
GVera90,Familia~Marketing~cine~deportes TRICAMPEON,world,210,396,933,2010-10-12 16:41:00,2021-07-06 13:25:40,0,@PervisEstupinan @DiegoArcos14 @CopaAmerica Argumentos ya muy caducos en el tiempo,[]
ChocanoLeandro,"Fortnite Player
12y
🇵🇪 
90 ping",peru,482,4,331,2020-08-26 15:58:48,2021-07-06 13:25:38,780,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
mr_moustache18,La maison n'accepte pas l'échec. CM non officiel du compte @BatonNasazzi. Et vive la #NationsLeague,"Forest, Belgique",1442,700,139788,2011-04-01 23:10:29,2021-07-06 13:25:37,50,"#CopaAmérica 🏆

Casemiro 🇧🇷 e Gallese 🇵🇪 fizeram tudo certo 🤩

Casemiro 🇧🇷 y Gallese 🇵🇪 hicieron todo bien 🤩

🇧🇷 Brasil 🆚 Perú 🇵🇪
#VibraElContinente #VibraOContinente https://t.co/LcuARd56u2","[{'text': 'CopaAmérica', 'indices': [17, 29]}]"
AngieAlejandro3,"so pick me, choose me, love me dijo la meredith xd","Lima, Peru",34,21,893,2012-01-06 19:44:32,2021-07-06 13:25:35,780,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
PadreGregorio1,"Para que este mundo funcione, debes tener EMPATIA.
Encargado de velar por el bienestar del prójimo... y excomulgar a los mentirosos y fornicadores!!!",,262,81,1906,2021-03-27 19:34:10,2021-07-06 13:25:35,780,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
_kevinandres23_,🇨🇴,"Guadalajara de Buga, Colombia",55,76,4720,2010-09-05 01:30:33,2021-07-06 13:25:34,0,"Obviamente le voy hacer fuerza a Colombia desde el minuto1, pero si comienzan a hacer bobadas, a comerse goles a no liquidar el partido o a no pelear cada pelota, entonces que gane Argentina Argentina Argentina #CopaAmerica 🇨🇴🇦🇷","[{'text': 'CopaAmerica', 'indices': [211, 223]}]"
CordovaCL1,𝒯𝑜𝒹𝑜𝓈 𝓋𝒾𝓋𝒾𝓂𝑜𝓈 𝑒𝓃 𝓊𝓃 𝓈𝓊𝒷𝓂𝒶𝓇𝒾𝓃𝑜 𝒶𝓂𝒶𝓇𝒾𝓁𝓁𝑜,Macondo,162,4,130,2018-02-27 16:07:19,2021-07-06 13:25:30,780,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
ytmacc,🇵🇪 🇨🇱,,171,281,51115,2012-05-29 20:05:21,2021-07-06 13:25:28,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
ElFer73,,,147,90,3558,2011-05-26 20:53:26,2021-07-06 13:25:19,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
jamb82,"Madridista. Opinión, Análisis, Noticias e Información sobre el Real Madrid. #HalaMadrid",,7447,7417,34997,2009-08-30 04:20:16,2021-07-06 13:25:19,1,"🏅 | Felicidades a @Casemiro, @vinijr y  @edermilitao por pasar a la Final de la @CopaAmerica 👏👏 !  #CopaAmerica
#RealMadrid #rmalive https://t.co/qXFQl0LMHS","[{'text': 'CopaAmerica', 'indices': [116, 128]}]"
IsaacMicete,#Cruzazul 💜🚂💜🚂 100% Soy cómo no soy    Instagram: isac.mile24,,147,96,38381,2020-03-22 21:23:45,2021-07-06 13:25:18,56,"📅 𝗔𝗚𝗘𝗡𝗗𝗔 𝗗𝗘 𝗛𝗢𝗬

👉 #CopaAmérica
Argentina 🆚 Colombia
⏰ 3 am CEST
🔵🔴 Leo #Messi y @aguerosergiokun https://t.co/8L94mvL2Hw","[{'text': 'CopaAmérica', 'indices': [39, 51]}, {'text': 'Messi', 'indices': [92, 98]}]"
FutbolenVivo_co,"La mejor guia, información y programación de los torneos oficiales que se trasmiten para Colombia y Latinoamérica, están aquí. 
Compartimos Tu Pasión ¡Síguenos!","Colombia, Latinoamérica",718,9759,47003,2010-03-29 23:55:52,2021-07-06 13:25:16,0,"HOY 📺▶#CopaAmericaGOLCARACOL
@FCFSeleccionCol 🇨🇴 🆚 🇦🇷 @Argentina

Relata:🎙️ @CarlosMorales48
Comenta:🎙️Javier Hernández Bonnet y @rafaeldudamel

📺💻📱▶ @GolCaracol

#CopaAmerica #CONMEBOLCopaAmerica ⚽🏆 https://t.co/wHgCJxnMhR","[{'text': 'CopaAmericaGOLCARACOL', 'indices': [6, 28]}, {'text': 'CopaAmerica', 'indices': [163, 175]}, {'text': 'CONMEBOLCopaAmerica', 'indices': [176, 196]}]"
MarcoLobesno16,Ser simpatico,,56,9,44,2020-11-12 17:45:17,2021-07-06 13:25:16,265,"#CopaAmérica 🏆

Raziel García y una salida muy lujosa 👏🏽🇵🇪

🇧🇷 Brasil 🆚 Perú 🇵🇪
#VibraElContinente #VibraOContinente https://t.co/fz4hw7Agqj","[{'text': 'CopaAmérica', 'indices': [17, 29]}, {'text': 'VibraElContinente', 'indices': [97, 115]}, {'text': 'VibraOContinente', 'indices': [116, 133]}]"
dntjrlc,Arquitecto de Profesión🤍. Peruano de nacimiento❤. 100% Aliancista de 💙. Arriba Alianza Lima Toda La Vida.,Peru,943,56,12780,2018-05-23 04:58:34,2021-07-06 13:25:15,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
Cobaltofc,Futbolero y de otras adicciones.,,106,15,710,2020-12-03 15:22:18,2021-07-06 13:25:14,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
danielaescatev,"𝑳𝒐𝒔 𝒅𝒆 𝒊𝒛𝒒𝒖𝒊𝒆𝒓𝒅𝒂 𝒎𝒆 𝒅𝒊𝒄𝒆𝒏 𝒄𝒐𝒏𝒔𝒆𝒓𝒗𝒂; 𝒍𝒐𝒔 𝒅𝒆 𝒅𝒆𝒓𝒆𝒄𝒉𝒂, 𝒕𝒂𝒎𝒃𝒊𝒆𝒏🤝🏻","Lima, Peru",27,5,9,2021-07-05 14:22:08,2021-07-06 13:25:13,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
JONSA1587,"Hincha de Sporting Cristal, gusto por los autos, me gusta viajar aún sin dinero 😅 ahí vemos cómo le hacemos😉✌️ 🎱","Lima, Peru",559,66,3761,2018-05-29 16:42:19,2021-07-06 13:25:12,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
chimpan_dolfo,Busquesista 101%😎,,1518,324,57937,2011-06-01 05:24:21,2021-07-06 13:25:11,56,"📅 𝗔𝗚𝗘𝗡𝗗𝗔 𝗗𝗘 𝗛𝗢𝗬

👉 #CopaAmérica
Argentina 🆚 Colombia
⏰ 3 am CEST
🔵🔴 Leo #Messi y @aguerosergiokun https://t.co/8L94mvL2Hw","[{'text': 'CopaAmérica', 'indices': [39, 51]}, {'text': 'Messi', 'indices': [92, 98]}]"
Mariell_Agapito,La vida sola se equilibra.,"Lima, Peru",684,137,21103,2011-04-04 00:12:22,2021-07-06 13:25:08,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
gabelri1,"Ingeniero Químico, especialista en mercadeo, MBA, anti-farc,anti-comunista,anti-izquierdosos,quiero la paz sin impunidad,no leo,veo,ni oigo medios enmermelados",,7514,7375,130727,2011-11-21 00:42:44,2021-07-06 13:25:06,259,"¡TODOS CON NUESTRA SELECCIÓN COLOMBIA! 

🗓 Martes 6 de julio
🆚  @Argentina 
🏆 Semifinal CONMEBOL @CopaAmerica
🕒 8:00 p.m. (Hora COL)
🏟 Mané Garrincha, Brasilia
📺 @GolCaracol

#VamosColombia🇨🇴
#VibraElContinente https://t.co/pWsyNH3pB6",[]
alcedocathie,,lima perù,305,26,3313,2011-02-05 18:11:48,2021-07-06 13:25:05,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
voiktor11,"🇵🇪FUJIMORISTA🇵🇪.🇺🇲I STAND BY TRUMP!!🇺🇸
NO TO THE TERRORISM!!!🇺🇸🇵🇪PRO LIFE! NO TO THE ABORT!!","New York, USA",2052,1453,86736,2014-09-11 19:16:01,2021-07-06 13:25:03,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
JuanCamiloRia,† | Periodista deportivo 🎙. Hoy en @AS_Colombia. 🔙 @VBarCaracol Caracol Radio. Opiniones personales.,,505,230,6598,2012-02-12 00:27:25,2021-07-06 13:25:03,1,"🇨🇴 Con el regreso de Cuadrado, la Selección de Rueda enfrenta a Argentina en Brasilia por las semifinales de la #CopaAmérica
🏆 Brasil espera en Río

https://t.co/k3wP8ts2wK",[]
harry_merengue,,barcelona,364,65,5537,2013-10-22 23:33:51,2021-07-06 13:25:01,530,"🇧🇷😎 ¡@Casemiro, @edermilitao y @vinijr 
están en la Final de la #CopaAmérica! 👏 https://t.co/0aYlWu9CPr","[{'text': 'CopaAmérica', 'indices': [80, 92]}]"
Gianpiero2109,"Fanático de la tecnología, Técnico en computación, Conocimientos en telefonía celular. Asesorías al DM. Soy ciclista. Yo aquí escribo lo que pienso y quiera.",En varias partes de Venezuela,1889,422,8345,2009-09-30 23:15:00,2021-07-06 13:25:01,0,Ojalá pase Colombia a la final de la #CopaAmerica para que sea una final distinta y no lo mismo de siempre,"[{'text': 'CopaAmerica', 'indices': [37, 49]}]"
VivielOeste,Diario Digital de la Zona Oeste del GBA. Buscanos en https://t.co/4hHX9ODPSz,Morón,67,555,1809,2011-07-04 00:05:57,2021-07-06 13:25:00,0,"#Deportes ⚽️ Argentina enfrenta a Colombia en medio de rumores y el sueño de una nueva final 🇦🇷🇨🇴

#CopaAmerica #AFA #LionelMessi #LionelScaloni  

https://t.co/Z5uEd50Ush","[{'text': 'Deportes', 'indices': [0, 9]}, {'text': 'CopaAmerica', 'indices': [99, 111]}, {'text': 'AFA', 'indices': [112, 116]}, {'text': 'LionelMessi', 'indices': [117, 129]}, {'text': 'LionelScaloni', 'indices': [130, 144]}]"
IndomitoInca,Esperando utopías de la sociedad peruana.🤞,"Lima, Peru",105,32,1156,2019-07-05 00:52:30,2021-07-06 13:24:58,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
AC190886,,,2515,348,10043,2010-06-29 15:13:11,2021-07-06 13:24:57,0,"@JairoAmayaGome5 @cesaralo @WinSportsTV @oscarrenteriaj @DIARIODEPORTES @FreddyRinconV19 @FCFSeleccionCol @CopaAmerica si UD dice que Colombia paso de "" Arepa "" , mejor andate a dormir .",[]
jubadadu,,"Colombia, South America",813,25,16246,2018-03-19 05:31:15,2021-07-06 13:24:53,140,"¡SEMIFINAL!

🗓 6 de julio
🆚  @Argentina
🏆 Semifinal CONMEBOL @CopaAmerica
🕒 8:00 p.m. (Hora COL)
🏟 Mané Garrincha, Brasilia
📺 @GolCaracol

#VamosColombia🇨🇴
#VibraElContinente https://t.co/WbjSATIVyk",[]
Blezhy_J05,☺☺═☞☆ I Love My Life  Love You Like A Love Song   ☆☜═☺☺,Santa marta-Colombia,697,115,1145,2011-12-18 14:12:29,2021-07-06 13:24:51,0,@FCFSeleccionCol @Argentina @CopaAmerica @GolCaracol Hoy Tenemos Que Ganar.  COLOMBIA  hará historia... mis oraciones  y mi fe al 1000% con ustedes. ¡sí se puede!,[]
Rey_Ussa,♐Boyasence de nacimiento y Bogotano de ❤ Animalista🐶 ambientalista🌍 Inequidad e injusticia social👎 Salsa y rock🤘💙⚽Millonarios⚽💙 Antiuribista100%🖕,"Bogota, Colombia",3556,366,17531,2011-12-06 02:50:45,2021-07-06 13:24:51,116,"Colombia vs Argentina

#CopaAmerica #Colombia #SOSColombiaNosEstanMatando 
#Argentina #AColombiaLaVeo https://t.co/jY6Ji5NZRC","[{'text': 'CopaAmerica', 'indices': [41, 53]}, {'text': 'Colombia', 'indices': [54, 63]}, {'text': 'SOSColombiaNosEstanMatando', 'indices': [64, 91]}, {'text': 'Argentina', 'indices': [93, 103]}, {'text': 'AColombiaLaVeo', 'indices': [104, 119]}]"
jesuslopez487,,,539,19,1482,2011-04-15 06:14:27,2021-07-06 13:24:49,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
DanFuenmayor,"🇻🇪🎙⚽️
•Análisis, Opinión e información del deporte mas apasionante del planeta | •Creador de @encuentrofutbol (Lun - Mié 7pm🇺🇲6pm🇨🇴🇵🇦 21hrs🇦🇷1am🇪🇸)","Miami, Fl",370,576,14758,2010-04-18 16:05:27,2021-07-06 13:24:48,0,"Hoy tendremos un muy buen día lleno de fútbol. 

#Euro2020 
Semifinal #ITA - #ESP 

#CopaAmerica 
Semifinal #ARG 🇦🇷 - #COL 🇨🇴

- Análisis y debate en @EncuentroFutbol","[{'text': 'Euro2020', 'indices': [49, 58]}, {'text': 'ITA', 'indices': [70, 74]}, {'text': 'ESP', 'indices': [77, 81]}, {'text': 'CopaAmerica', 'indices': [84, 96]}, {'text': 'ARG', 'indices': [108, 112]}, {'text': 'COL', 'indices': [118, 122]}]"
waldovas,Editor en DJM,Perú,96,6,1700,2012-03-27 21:47:11,2021-07-06 13:24:46,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
_cgraff16,Springfield College ‘21: Clinical Mental Health Gimnasta selección de Colombia 🇨🇴 Former Springfield College Gymnast ‘18 / Assistant Coach NJ,"Old Bridge, NJ",234,510,13170,2012-05-05 22:13:23,2021-07-06 13:24:44,140,"¡SEMIFINAL!

🗓 6 de julio
🆚  @Argentina
🏆 Semifinal CONMEBOL @CopaAmerica
🕒 8:00 p.m. (Hora COL)
🏟 Mané Garrincha, Brasilia
📺 @GolCaracol

#VamosColombia🇨🇴
#VibraElContinente https://t.co/WbjSATIVyk",[]
Maguistellus,"Soy aquel vagabundo que no vive en paz,
Me conformo con nada, con todo y con más.
Tengo miedo del tiempo q fácil se va,
De las gentes que hablan, q opinan d mas",Peru,2287,319,27547,2015-09-22 04:27:27,2021-07-06 13:24:43,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
cristina_polg,💙🤍💙,"Lima, Peru",155,115,1613,2020-11-29 17:35:33,2021-07-06 13:24:38,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
pcondoril,San Marquino,Lima,965,40,5760,2010-11-15 04:14:46,2021-07-06 13:24:36,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
pineda_risco,Periodista y docente.,"Lima, Perú",1494,54,615,2020-05-30 15:26:53,2021-07-06 13:24:36,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
milaferch,supernova,"Chiclayo, Peru",811,1508,1115,2013-02-15 22:04:39,2021-07-06 13:24:33,781,"Me siento muy orgulloso de ser parte de esta selección que luchó hasta el último minuto, dejando el corazón en la cancha. Siempre… ¡arriba Perù! 🇵🇪
#unidossomosmásfuertes 
#ArribaPerú 
#copaamerica 
@SeleccionPeru https://t.co/uqkFNfVRHi",[]
