username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
CasaBlancaOC,"Portal de noticias https://t.co/LrgmYdCM8X con toda la información del Once Caldas, 4 veces campeón de Colombia y de la Copa Libertadores en el 2004.","Manizales, Colombia",221,32635,41762,2011-11-15 05:41:24,2021-05-20 01:32:35,0,"Juan Guillermo Cuadrado no se olvida de Colombia ⚽🏆🇨🇴

""Dedicada también a toda mi Colombia , seguimos orando por la restauración de nuestro pueblo Campeón"".
🏆⚽~Juan Guillermo Cuadrado~ (después de salir campeón con la Juventus)⚽🏆 https://t.co/X8mkrUVrWP",[]
NEGOCIEMOSEU,"INMOBILIARIA. Gerencia de Proyectos Urbanísticos.Negocios Inmobiliarios.Ventas. Avalúos.
Consultas: negociemoseu@hotmail.com 


Cel:  57-3142526494","B/manga.Barbosa,Tunja.Colombia",1238,1428,29585,2013-03-17 00:48:30,2021-05-20 01:28:02,5,"Juan Guillermo Cuadrado luego de conseguir el título de la Copa Italia, escribió “Toda gloria y honra al único digno de recibirla al Rey de Reyes y Señor de Señores. 🙏🏾JESUS🙏🏾   Dedicado también a toda mi colombia 🇨🇴 seguimos orando por la restauración de nuestro pueblo CAMPEÓN” https://t.co/6uMcQIKEJ5",[]
Hernand81405096,,,66,40,6112,2016-03-07 18:11:07,2021-05-20 01:27:05,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
Enrique73453738,,,260,61,4317,2019-08-16 22:26:37,2021-05-20 01:25:24,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
LaPagDeportiva,"Espacio para la información deportiva de Colombia. https://t.co/03zS1LjoBz  https://t.co/VnfRUcfpr7
lapaginadeportiva@hotmail.com","Bogotá, D.C., Colombia",222,275,2436,2017-07-13 23:14:54,2021-05-20 01:21:24,0,"#ColombianosEnElExterior ⚽️
🇨🇴Juan Guillermo @Cuadrado, 🏆CAMPEÓN de la 🇮🇹Copa Italia con Juventus, que venció 2-1 en la final a Atalanta, donde actuaron los también 'cafeteros' Duván Zapata y Luis Fernando Muriel. https://t.co/1lHtAb9gAd","[{'text': 'ColombianosEnElExterior', 'indices': [0, 24]}]"
Constan56828098,Contador Público,,114,31,2136,2020-08-01 22:45:11,2021-05-20 01:13:37,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
MGamer27,"他 - 毛茸茸的 - 我想成为一个会说多种语言的人
- Torób#9769
挂锁帐户: @MangekiuD / ExDasher.
Aprendiendo Mandarín.
ID: 275804814","Cartagena, Colombia",2728,369,12789,2019-08-29 16:27:24,2021-05-20 01:13:16,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
jepr0103,,,719,77,25977,2014-11-13 00:45:25,2021-05-20 01:13:08,8,"Respetando las demás, en mi opinión, Juan Guillermo #Cuadrado es el jugador que mejor ha representado a #Colombia en el exterior, después de Faustino #Asprilla. https://t.co/xhkOZAG7kJ","[{'text': 'Cuadrado', 'indices': [70, 79]}, {'text': 'Colombia', 'indices': [122, 131]}]"
timomojica1,ABOGADO.ESPECIALISTA EN FILOSOFÍA Y PROYECTOS. MOVIMIENTO ADA EN SANTANDER. HINCHA DEL ATLÉTICO BUCARAMANGA. PROMOTOR DEL PACTO HISTÓRICO . ADICTO AL ☕️,"Bucaramanga, Colombia",1834,2155,56192,2015-06-27 22:48:19,2021-05-20 01:11:57,5,"Juan Guillermo Cuadrado luego de conseguir el título de la Copa Italia, escribió “Toda gloria y honra al único digno de recibirla al Rey de Reyes y Señor de Señores. 🙏🏾JESUS🙏🏾   Dedicado también a toda mi colombia 🇨🇴 seguimos orando por la restauración de nuestro pueblo CAMPEÓN” https://t.co/6uMcQIKEJ5",[]
tandresbp,...,"Bogotá, D.C., Colombia",144,106,17941,2011-06-15 23:13:03,2021-05-20 01:09:17,5,"Juan Guillermo Cuadrado luego de conseguir el título de la Copa Italia, escribió “Toda gloria y honra al único digno de recibirla al Rey de Reyes y Señor de Señores. 🙏🏾JESUS🙏🏾   Dedicado también a toda mi colombia 🇨🇴 seguimos orando por la restauración de nuestro pueblo CAMPEÓN” https://t.co/6uMcQIKEJ5",[]
NstorCastroNei3,"""Quédate con los que sonríen cuando te ven llegar “ ...Alma.","Bucaramanga, Colombia",948,947,34138,2017-10-30 02:57:34,2021-05-20 01:07:34,5,"Juan Guillermo Cuadrado luego de conseguir el título de la Copa Italia, escribió “Toda gloria y honra al único digno de recibirla al Rey de Reyes y Señor de Señores. 🙏🏾JESUS🙏🏾   Dedicado también a toda mi colombia 🇨🇴 seguimos orando por la restauración de nuestro pueblo CAMPEÓN” https://t.co/6uMcQIKEJ5",[]
oswal_rivera,"Lo que expreso acá, se queda acá, luchando por un MUNDO mejor","Bucaramanga, Colombia",1698,1886,152176,2016-07-14 14:26:26,2021-05-20 01:05:48,5,"Juan Guillermo Cuadrado luego de conseguir el título de la Copa Italia, escribió “Toda gloria y honra al único digno de recibirla al Rey de Reyes y Señor de Señores. 🙏🏾JESUS🙏🏾   Dedicado también a toda mi colombia 🇨🇴 seguimos orando por la restauración de nuestro pueblo CAMPEÓN” https://t.co/6uMcQIKEJ5",[]
infobaecolombia,Todo el tiempo. Todas las noticias de @InfobaeAmerica sobre Colombia,,969,13042,98959,2014-02-18 14:49:17,2021-05-20 01:05:04,0,Juan Guillermo Cuadrado dedica el campeonato de la Copa Italia a Colombia https://t.co/sUzozyd2qJ,[]
Hanrezz,"Depresión en occidente, progreso decadente",,313,70,2153,2014-04-04 03:20:14,2021-05-20 01:04:18,0,"Respetando las demás, en mi opinión, Juan Guillermo #Cuadrado es el mejor jugador colombiano en toda la historia. https://t.co/v9S4gzpu58","[{'text': 'Cuadrado', 'indices': [52, 61]}]"
Jextratiempo,"Comunicador Social UNAB, Presentador de Extratiempo Canal Tro y Comentarista de Deportivo https://t.co/GYQB6KBPA0",Bucaramanga,1959,15575,20842,2012-07-10 22:54:33,2021-05-20 01:03:58,5,"Juan Guillermo Cuadrado luego de conseguir el título de la Copa Italia, escribió “Toda gloria y honra al único digno de recibirla al Rey de Reyes y Señor de Señores. 🙏🏾JESUS🙏🏾   Dedicado también a toda mi colombia 🇨🇴 seguimos orando por la restauración de nuestro pueblo CAMPEÓN” https://t.co/6uMcQIKEJ5",[]
MartanNacho1,,,29,51,875,2017-10-01 00:54:02,2021-05-20 01:03:27,8,"Respetando las demás, en mi opinión, Juan Guillermo #Cuadrado es el jugador que mejor ha representado a #Colombia en el exterior, después de Faustino #Asprilla. https://t.co/xhkOZAG7kJ","[{'text': 'Cuadrado', 'indices': [70, 79]}, {'text': 'Colombia', 'indices': [122, 131]}]"
rajero123,quiero vivir tranquilo,,334,149,12810,2019-11-18 07:01:23,2021-05-20 01:00:16,11,¡Dedicado a Colombia! Juan Guillermo Cuadrado sacó la bandera tricolor en la celebración del título del Juventus. https://t.co/7dvTHuZpIZ,[]
UBIERESTRELLACO,,CALI,627,117,3206,2012-07-07 15:39:55,2021-05-20 01:00:10,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
alexing7919,,,64,94,25228,2015-07-13 02:42:21,2021-05-20 01:00:05,1,"Juan Guillermo Cuadrado le dedicó el título de la Copa de Italia a toda Colombia.

""Seguimos orando por la restauración de nuestro pueblo"" ❤⚽️🇨🇴 https://t.co/RhzyC4aCfq",[]
UBIERESTRELLACO,,CALI,627,117,3206,2012-07-07 15:39:55,2021-05-20 00:59:12,7,"Egan Bernal es el Juan Guillermo Cuadrado del Ciclismo, es el más grande pero no es mediático.
Inmenso Egan, Orgullo Colombiano! https://t.co/0qHMUYoIqG",[]
NicolsDuarteSe2,,"Bucaramanga, Colombia",285,114,54816,2018-09-20 18:45:30,2021-05-20 00:58:51,7,Juan Guillermo Cuadrado. 💪💪 https://t.co/fF6c4mnQJr,[]
jhon_ampudia,,,666,20,1405,2018-02-12 11:42:08,2021-05-20 00:56:42,8,"Respetando las demás, en mi opinión, Juan Guillermo #Cuadrado es el jugador que mejor ha representado a #Colombia en el exterior, después de Faustino #Asprilla. https://t.co/xhkOZAG7kJ","[{'text': 'Cuadrado', 'indices': [70, 79]}, {'text': 'Colombia', 'indices': [122, 131]}]"
ScalesCoach,"O-Line coach at Marcus HS. #FAT Wu-Tang is for the children. Juventus, AS Livorno, Dallas Stars. Curious about how the world works #ForLiberty #AvGeek","Lewisville, TX",1302,1075,3649,2011-08-16 21:29:30,2021-05-20 00:55:50,20,"Juan Guillermo Cuadrado Bello.

They say the more mad he makes you, the more trophies Juventus wins. 😘 https://t.co/i8PYudNr9q",[]
MarfaNJaramillo,"Estado Civil Soltera. Excelente relaciones interpersonales,JEFE ENFERMERA con los programas de Promocion y Prevencion,Actualizacion en salud Medicina Familiar.",Colombia,222,44,9379,2013-11-07 16:58:40,2021-05-20 00:49:39,28,"Juan Guillermo Cuadrado completa 11 títulos con Juventus 🏆🏆🏆

El crack colombiano es campeón por cuarta vez de la Copa Italia. ¡Gran partido en la final contra Atalanta! https://t.co/nyzlv80MiJ",[]
Dellafioree,"Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God","São Paulo, Brasil",86,88,8338,2020-08-19 02:05:39,2021-05-20 00:47:48,20,"Juan Guillermo Cuadrado Bello.

They say the more mad he makes you, the more trophies Juventus wins. 😘 https://t.co/i8PYudNr9q",[]
WillianGaitan9,"Tecnico profesional en entrenamiento deportivo, UDCA",,452,53,15549,2016-10-13 23:54:52,2021-05-20 00:46:58,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
moralito50,"""DECIDO ATRAER TODO LO BUENO A MI VIDA"".",Colombia,854,866,69187,2011-01-03 14:29:30,2021-05-20 00:45:39,1,"""Ejemplo para una juventud que necesita verdaderos referentes y espejos de éxito inspiradores"" Carlos Antonio Vélez elogió a Cuadrado y 'le pegó' a los jóvenes de Colombia... por el paro nacional

¡Elogió a Juan Guillermo por su título con la Juventus! &gt; https://t.co/CC2KVwBs5J",[]
ComuTricolor,Comunidad #1 de Hinchas para Hinchas de @FCFSeleccionCol | Alentando a la Selección incondicionalmente desde el 24/04/2008 |,Orgullosamente Colombianos!,567,128466,56516,2010-05-22 13:59:19,2021-05-20 00:43:30,1,"""Ejemplo para una juventud que necesita verdaderos referentes y espejos de éxito inspiradores"" Carlos Antonio Vélez elogió a Cuadrado y 'le pegó' a los jóvenes de Colombia... por el paro nacional

¡Elogió a Juan Guillermo por su título con la Juventus! &gt; https://t.co/CC2KVwBs5J",[]
alexatencia1977,Dios mi pastorBarranquilla,santa marta,3173,244,6806,2015-01-14 07:45:19,2021-05-20 00:40:40,4,"El colombiano Juan Guillermo Cuadrado completó 11 títulos con la #Juventus.
Scudetto 🏆🏆🏆🏆🏆
Coppa Italia 🏆🏆🏆🏆
Supercopa de Italia 🏆🏆

👉https://t.co/NvnagbcaIQ https://t.co/YpC97VOwab","[{'text': 'Juventus', 'indices': [86, 95]}]"
SoydelVinotinto,Bienvenido hincha Pijao aquí encontrarás noticias y contenido multimedia de nuestro #DeportesTolima /D|T\ ⚽️🐷🏹,Ibagué - Tolima,550,5302,19948,2011-10-25 22:12:17,2021-05-20 00:40:10,1,"#CAMPEONES 🏆

El #Colombiano 🇨🇴 Juan Guillermo Cuadrado jugó todo el partido en la victoria de #Juventus 2-1 ante #Atalanta que tuvo a Duván Zapata todo el partido y Luis Fernando Muriel 22 minutos y son campeones de la #CoppaItalia 🇮🇹

👉 https://t.co/nm1rXoPHW6 https://t.co/hgeAPtuwZ3","[{'text': 'CAMPEONES', 'indices': [19, 29]}, {'text': 'Colombiano', 'indices': [36, 47]}, {'text': 'Juventus', 'indices': [114, 123]}]"
jorgyver,,,219,1326,52936,2013-11-01 19:00:56,2021-05-20 00:39:16,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
juveaj,"Colombiano 🇨🇴 |
Juventino ⚫⚪ |
#HeatTwitter |
Computer Engineer |
NFT's - @sorarehq - @nba_topshot |
Co-owner of @buckthorndev and @zebrazonefc",,436,736,7020,2019-07-11 21:41:48,2021-05-20 00:35:43,20,"Juan Guillermo Cuadrado Bello.

They say the more mad he makes you, the more trophies Juventus wins. 😘 https://t.co/i8PYudNr9q",[]
mundofutbolcol,"Los retweets de las mejores páginas a nivel mundial de fútbol, además de la información de los Colombianos aquí y en el exterior 🌎⚽️",colombia,902,403,84251,2013-01-20 19:42:16,2021-05-20 00:32:21,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
HenryMolano1,"#Reportero: noticias, hechos e historias para contar. Objetivo. 50 años de periodismo. #Instagram- #henrymolano_entertainment",Bogota. Colombia,341,191,85368,2012-08-29 16:16:35,2021-05-20 00:32:11,30,"¡Una alegría más! 

""Dedicado también a toda mi Colombia"", las palabra de Juan Guillermo Cuadrado tras coronarse campeón de la Copa Italia. https://t.co/ja7pURg8FS",[]
MariaClaraOrju2,Gatus1,,340,479,26514,2018-11-05 00:48:47,2021-05-20 00:31:17,11,¡Dedicado a Colombia! Juan Guillermo Cuadrado sacó la bandera tricolor en la celebración del título del Juventus. https://t.co/7dvTHuZpIZ,[]
WilliMontenegro,Colombiano. Muy feliz.,Bogotá. Colombia,10,50,860,2009-02-14 17:32:09,2021-05-20 00:31:02,11,¡Dedicado a Colombia! Juan Guillermo Cuadrado sacó la bandera tricolor en la celebración del título del Juventus. https://t.co/7dvTHuZpIZ,[]
verdoloud,#SOScolombia,"Bogotá, D.C., Colombia",108,46,5968,2021-01-29 21:47:04,2021-05-20 00:27:42,4,"Juventus campeón de la Copa Italia y otro título más para Juan Guillermo Cuadrado, siendo titular y teniendo un alto rendimiento. El mejor futbolista colombiano de la última década en Europa.",[]
